"SourceUnit","OriginalTestClass","OriginalTestMethod","Status","NexusTest","Notes"
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsFirstDeprecatedStorage","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsFirstDeprecatedStorageDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsFirstDeprecatedStoragePlatform","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsSecondDeprecatedStorage","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsSecondDeprecatedStorageDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsSecondDeprecatedStoragePlatform","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantTwoLabels","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantTwoLabelsDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantTwoLabelsPlatform","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsTwoLabels","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsTwoLabelsDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestTwoVariantsTwoLabelsPlatform","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedRecord","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedRecordDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedRecordPlatform","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariant","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantPlatForm","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantFirstDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantFirstDeprecatedDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantFirstDeprecatedPlatform","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantSecondDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantSecondDeprecatedDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantSecondDeprecatedPlatform","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantBothDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantBothDeprecatedDeprecated","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestVariantNestedVariantBothDeprecatedPlatform","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestOperatorField","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestPropertyFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_TwoConst","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_Property","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_PropertyImplementsFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_PropertyNoTypeFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_ForwardFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_PublishedFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_ProcVirtualFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_ProcOverrideFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_ProcMessageFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRec_DestructorFail","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRecordInFunction","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRecordInAnonFunction","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestRecordTypeParser","TestAdvRecordClassOperator","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedure","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureComment","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneArg","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.TypeAliasStructuralDeclarations","Procedure/function type form is captured structurally as declared type text; of-object semantics are not resolved."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneVarArg","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneConstArg","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneOutArg","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureTwoArgs","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureTypeDeclarations","Procedure type with multiple parameters covered by Nexus declaration skipping."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureTwoVarArgs","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureTwoConstArgs","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureTwoOutArgs","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureTwoCombinedArgs","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureTwoCombinedVarArgs","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureTwoCombinedConstArgs","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureTwoCombinedOutArgs","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureDefaultConstArgs","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureUntypedArg","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureUntypedConstArg","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureUntypedOutArg","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureUntypedDefArg","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneArgDefault","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneArgDefaultExpr","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneArgDefaultSet","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneVarArgDefault","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneConstArgDefault","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOneOutArgDefault","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureNoMultiArgDefaults","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOpenArray","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureConstOpenArray","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOutOpenArray","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureVarOpenArray","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureArrayOfConst","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureReference","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOfObject","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.TypeAliasStructuralDeclarations","Procedure/function type form is captured structurally as declared type text; of-object semantics are not resolved."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureOfObjectOneArg","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.TypeAliasStructuralDeclarations","Procedure/function type form is captured structurally as declared type text; of-object semantics are not resolved."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureIsNested","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestProcedureIsNesteOneArg","deferred because NexusPas does not yet support the required feature","","Not yet ported as an active NexusPas assertion in this milestone; tracked for future parser coverage."
"tctypeparser.pas","TTestProcedureTypeParser","TestFunction","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureTypeDeclarations","Function type behavior translated to Nexus type symbol."
"tctypeparser.pas","TTestProcedureTypeParser","TestFunctionOneArg","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProcedureTypeDeclarations","Procedure/function type parameter syntax covered by Nexus declaration skipping."
"tctypeparser.pas","TTestProcedureTypeParser","TestFunctionOfObject","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.TypeAliasStructuralDeclarations","Procedure/function type form is captured structurally as declared type text; of-object semantics are not resolved."
"tctypeparser.pas","TTestProcedureTypeParser","TestFunctionOneArgOfObject","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.TypeAliasStructuralDeclarations","Procedure/function type form is captured structurally as declared type text; of-object semantics are not resolved."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ProgramLocalVar","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_AssignStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_BeginBlock","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ForLoopStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_AsmStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_CaseOfStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_IfThenElseStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_WhileDoStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_RepeatUntilStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_TryFinallyStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_TypeAlias","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_TypeAliasTypeInfo","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_RangeType","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Unary","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Const","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ResourceString","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Record","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_RecordGeneric","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_PointerTyped_Record","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Array","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_NestedFuncResult","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Enums","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ProcedureType","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_AnonymousProc","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Params","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Class","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ClassForward","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Class_Property","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Class_PropertyProtected","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Class_PropertyOverride","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Class_MethodOverride","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Class_MethodOverride2","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ClassInterface_Corba","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ClassInterface_NoHintsForMethod","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ClassInterface_NoHintsForImpl","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ClassInterface_Delegation","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_ClassInterface_COM","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_TryExceptStatement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_UnitNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_UnitNotUsed_No_OnlyExternal","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_UnitUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_UnitUsedVarArgs","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ParameterNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ParameterNotUsedOff","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ParameterInOverrideNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ParameterAssignedButNotReadVarParam","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ParameterNotUsed_Abstract","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ParameterNotUsedTypecast","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_OutParam_No_AssignedButNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ArgPassed_No_ParameterNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ArrayArg_No_ParameterNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ArrayArg_No_ParameterNotUsed2","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_InheritedWithoutParams","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_LocalVariableNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_HintsOff_LocalVariableNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ForVar_No_LocalVariableNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_InterfaceUnitVariableUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_ValueParameterIsAssignedButNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_LocalVariableIsAssignedButNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_LocalXYNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_PrivateFieldIsNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_PrivateFieldIsAssignedButNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_PrivateFieldExtClassNoIsAssignedButNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_PrivateMethodIsNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_LocalDestructor_No_IsNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_PrivateTypeNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_PrivateConstNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_PrivatePropertyNeverUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_LocalClassInProgramNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
